coordinate_id,market_id,city,state,surface_group,geometry_id,point_id,label,bearing_deg,distance_miles,latitude,longitude,full_geometry_member,nested9_candidate_member,incremental4_member,water_eligibility_status,collection_eligibility,center_method_version,coordinate_method,precision_decimal_places,methodology_version,country_boundary_status,matched_feature_count,matched_mtfccs,matched_names,matched_hydroids,matched_water_source_files,classifier_version
MKT001_MAPORG_C,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,C,center,,0,34.05378,-118.2429,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_N1,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,N1,N 1 mi,0,1,34.0682886,-118.2429,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_E1,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,E1,E 1 mi,90,1,34.0537788,-118.225469,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_S1,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,S1,S 1 mi,180,1,34.0392714,-118.2429,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_W1,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,W1,W 1 mi,270,1,34.0537788,-118.260331,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_N3,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,N3,N 3 mi,0,3,34.0973057,-118.2429,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_E3,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,E3,E 3 mi,90,3,34.0537689,-118.190607,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_S3,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,S3,S 3 mi,180,3,34.010254,-118.2429,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_W3,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,W3,W 3 mi,270,3,34.0537689,-118.295193,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_N5,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,N5,N 5 mi,0,5,34.1263226,-118.2429,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_E5,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,E5,E 5 mi,90,5,34.0537491,-118.155745,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_S5,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,S5,S 5 mi,180,5,33.9812365,-118.2429,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_MAPORG_W5,MKT001,Los Angeles,CA,maps_organic,MAPORG13_V1,W5,W 5 mi,270,5,34.0537491,-118.330055,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_C,MKT001,Los Angeles,CA,aio,AIO9_V1,C,center,,0,34.05378,-118.2429,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_N2P5,MKT001,Los Angeles,CA,aio,AIO9_V1,N2P5,N 2.5 mi,0,2.5,34.0900514,-118.2429,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_E2P5,MKT001,Los Angeles,CA,aio,AIO9_V1,E2P5,E 2.5 mi,90,2.5,34.0537723,-118.1993225,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_S2P5,MKT001,Los Angeles,CA,aio,AIO9_V1,S2P5,S 2.5 mi,180,2.5,34.0175084,-118.2429,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_W2P5,MKT001,Los Angeles,CA,aio,AIO9_V1,W2P5,W 2.5 mi,270,2.5,34.0537723,-118.2864775,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_N5,MKT001,Los Angeles,CA,aio,AIO9_V1,N5,N 5 mi,0,5,34.1263226,-118.2429,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_E5,MKT001,Los Angeles,CA,aio,AIO9_V1,E5,E 5 mi,90,5,34.0537491,-118.155745,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_S5,MKT001,Los Angeles,CA,aio,AIO9_V1,S5,S 5 mi,180,5,33.9812365,-118.2429,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT001_AIO_W5,MKT001,Los Angeles,CA,aio,AIO9_V1,W5,W 5 mi,270,5,34.0537491,-118.330055,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_C,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,C,center,,0,32.71698,-117.16281,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_N1,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,N1,N 1 mi,0,1,32.7314917,-117.16281,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_E1,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,E1,E 1 mi,90,1,32.7169788,-117.1456437,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_S1,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,S1,S 1 mi,180,1,32.7024682,-117.16281,True,True,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Diego Bay,1108311364105,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_W1,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,W1,W 1 mi,270,1,32.7169788,-117.1799763,True,True,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Diego Bay,1108311364105,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_N3,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,N3,N 3 mi,0,3,32.7605151,-117.16281,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_E3,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,E3,E 3 mi,90,3,32.7169694,-117.1113112,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_S3,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,S3,S 3 mi,180,3,32.6734446,-117.16281,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_W3,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,W3,W 3 mi,270,3,32.7169694,-117.2143088,True,False,True,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Diego Bay,1108311364105,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_N5,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,N5,N 5 mi,0,5,32.7895383,-117.16281,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_E5,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,E5,E 5 mi,90,5,32.7169506,-117.0769787,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_S5,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,S5,S 5 mi,180,5,32.6444209,-117.16281,True,True,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2053,Pacific Ocean,11033564250339,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_MAPORG_W5,MKT002,San Diego,CA,maps_organic,MAPORG13_V1,W5,W 5 mi,270,5,32.7169506,-117.2486413,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_C,MKT002,San Diego,CA,aio,AIO9_V1,C,center,,0,32.71698,-117.16281,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_N2P5,MKT002,San Diego,CA,aio,AIO9_V1,N2P5,N 2.5 mi,0,2.5,32.7532593,-117.16281,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_E2P5,MKT002,San Diego,CA,aio,AIO9_V1,E2P5,E 2.5 mi,90,2.5,32.7169727,-117.1198944,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_S2P5,MKT002,San Diego,CA,aio,AIO9_V1,S2P5,S 2.5 mi,180,2.5,32.6807005,-117.16281,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Diego Bay,1108311364105,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_W2P5,MKT002,San Diego,CA,aio,AIO9_V1,W2P5,W 2.5 mi,270,2.5,32.7169727,-117.2057256,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Diego Bay,1108311364105,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_N5,MKT002,San Diego,CA,aio,AIO9_V1,N5,N 5 mi,0,5,32.7895383,-117.16281,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_E5,MKT002,San Diego,CA,aio,AIO9_V1,E5,E 5 mi,90,5,32.7169506,-117.0769787,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_S5,MKT002,San Diego,CA,aio,AIO9_V1,S5,S 5 mi,180,5,32.6444209,-117.16281,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2053,Pacific Ocean,11033564250339,tl_2025_06073_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT002_AIO_W5,MKT002,San Diego,CA,aio,AIO9_V1,W5,W 5 mi,270,5,32.7169506,-117.2486413,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_C,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,C,center,,0,37.779255,-122.419182,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_N1,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,N1,N 1 mi,0,1,37.7937546,-122.419182,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_E1,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,E1,E 1 mi,90,1,37.7792536,-122.4009137,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_S1,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,S1,S 1 mi,180,1,37.7647554,-122.419182,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_W1,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,W1,W 1 mi,270,1,37.7792536,-122.4374503,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_N3,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,N3,N 3 mi,0,3,37.8227536,-122.419182,True,False,True,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_E3,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,E3,E 3 mi,90,3,37.7792423,-122.3643772,True,False,True,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_S3,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,S3,S 3 mi,180,3,37.735756,-122.419182,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_W3,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,W3,W 3 mi,270,3,37.7792423,-122.4739868,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_N5,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,N5,N 5 mi,0,5,37.8517526,-122.419182,True,True,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_E5,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,E5,E 5 mi,90,5,37.7792196,-122.3278407,True,True,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_S5,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,S5,S 5 mi,180,5,37.7067566,-122.419182,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_MAPORG_W5,MKT003,San Francisco,CA,maps_organic,MAPORG13_V1,W5,W 5 mi,270,5,37.7792196,-122.5105233,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_C,MKT003,San Francisco,CA,aio,AIO9_V1,C,center,,0,37.779255,-122.419182,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_N2P5,MKT003,San Francisco,CA,aio,AIO9_V1,N2P5,N 2.5 mi,0,2.5,37.8155039,-122.419182,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_E2P5,MKT003,San Francisco,CA,aio,AIO9_V1,E2P5,E 2.5 mi,90,2.5,37.7792461,-122.3735114,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_S2P5,MKT003,San Francisco,CA,aio,AIO9_V1,S2P5,S 2.5 mi,180,2.5,37.7430059,-122.419182,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_W2P5,MKT003,San Francisco,CA,aio,AIO9_V1,W2P5,W 2.5 mi,270,2.5,37.7792461,-122.4648526,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_N5,MKT003,San Francisco,CA,aio,AIO9_V1,N5,N 5 mi,0,5,37.8517526,-122.419182,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_E5,MKT003,San Francisco,CA,aio,AIO9_V1,E5,E 5 mi,90,5,37.7792196,-122.3278407,True,,False,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H2051,San Francisco Bay,1107052629680,tl_2025_06075_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_S5,MKT003,San Francisco,CA,aio,AIO9_V1,S5,S 5 mi,180,5,37.7067566,-122.419182,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT003_AIO_W5,MKT003,San Francisco,CA,aio,AIO9_V1,W5,W 5 mi,270,5,37.7792196,-122.5105233,True,,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_C,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,C,center,,0,38.582084,-121.493439,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_N1,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,N1,N 1 mi,0,1,38.5965816,-121.493439,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_E1,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,E1,E 1 mi,90,1,38.5820825,-121.4749692,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_S1,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,S1,S 1 mi,180,1,38.5675864,-121.493439,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_W1,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,W1,W 1 mi,270,1,38.5820825,-121.5119088,True,True,False,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_N3,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,N3,N 3 mi,0,3,38.6255767,-121.493439,True,False,True,eligible_land,ELIGIBLE,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,0,,,,,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT004_MAPORG_E3,MKT004,Sacramento,CA,maps_organic,MAPORG13_V1,E3,E 3 mi,90,3,38.5820709,-121.4380295,True,False,True,structural_water_exclusion,STRUCTURAL_EXCLUSION,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,1.0,in_country,1,H3010,American Riv,1108312038874,tl_2025_06067_areawater.zip,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
