coordinate_id,market_id,city,state,surface_group,geometry_id,point_id,distance_miles,latitude,longitude,country_boundary_status,water_eligibility_status,collection_eligibility,matched_mtfcc,provisional_risk,classifier_version
MKT028_MAPORG_SW4,MKT028,St. Louis,MO,maps_organic,GEOGRID13E_V1,SW4,4.0,38.5857951,-90.2516492,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT028_MAPORG_NW4,MKT028,St. Louis,MO,maps_organic,GEOGRID13E_V1,NW4,4.0,38.6678053,-90.2517088,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT029_MAPORG_NE4,MKT029,Kansas City,MO,maps_organic,GEOGRID13E_V1,NE4,4.0,39.1416098,-94.5252684,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT029_MAPORG_SE4,MKT029,Kansas City,MO,maps_organic,GEOGRID13E_V1,SE4,4.0,39.0596062,-94.5253294,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT029_MAPORG_SW4,MKT029,Kansas City,MO,maps_organic,GEOGRID13E_V1,SW4,4.0,39.0596062,-94.6305106,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT029_MAPORG_NW4,MKT029,Kansas City,MO,maps_organic,GEOGRID13E_V1,NW4,4.0,39.1416098,-94.6305716,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT030_MAPORG_NE4,MKT030,Grand Rapids,MI,maps_organic,GEOGRID13E_V1,NE4,4.0,43.0102304,-85.6156771,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT030_MAPORG_SE4,MKT030,Grand Rapids,MI,maps_organic,GEOGRID13E_V1,SE4,4.0,42.9282821,-85.6157512,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT030_MAPORG_SW4,MKT030,Grand Rapids,MI,maps_organic,GEOGRID13E_V1,SW4,4.0,42.9282821,-85.7272688,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT030_MAPORG_NW4,MKT030,Grand Rapids,MI,maps_organic,GEOGRID13E_V1,NW4,4.0,43.0102304,-85.7273429,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT031_MAPORG_NE4,MKT031,Dallas,TX,maps_organic,GEOGRID13E_V1,NE4,4.0,32.8173055,-96.748332,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT031_MAPORG_SE4,MKT031,Dallas,TX,maps_organic,GEOGRID13E_V1,SE4,4.0,32.7352154,-96.7483766,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT031_MAPORG_SW4,MKT031,Dallas,TX,maps_organic,GEOGRID13E_V1,SW4,4.0,32.7352154,-96.8455034,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT031_MAPORG_NW4,MKT031,Dallas,TX,maps_organic,GEOGRID13E_V1,NW4,4.0,32.8173055,-96.845548,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT032_MAPORG_NE4,MKT032,Houston,TX,maps_organic,GEOGRID13E_V1,NE4,4.0,29.8012358,-95.3222868,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT032_MAPORG_SE4,MKT032,Houston,TX,maps_organic,GEOGRID13E_V1,SE4,4.0,29.7191072,-95.3223251,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT032_MAPORG_SW4,MKT032,Houston,TX,maps_organic,GEOGRID13E_V1,SW4,4.0,29.7191072,-95.4164149,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT032_MAPORG_NW4,MKT032,Houston,TX,maps_organic,GEOGRID13E_V1,NW4,4.0,29.8012358,-95.4164532,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT033_MAPORG_NE4,MKT033,Austin,TX,maps_organic,GEOGRID13E_V1,NE4,4.0,30.3058425,-97.6998774,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT033_MAPORG_SE4,MKT033,Austin,TX,maps_organic,GEOGRID13E_V1,SE4,4.0,30.2237202,-97.6999168,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT033_MAPORG_SW4,MKT033,Austin,TX,maps_organic,GEOGRID13E_V1,SW4,4.0,30.2237202,-97.7944832,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT033_MAPORG_NW4,MKT033,Austin,TX,maps_organic,GEOGRID13E_V1,NW4,4.0,30.3058425,-97.7945226,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT034_MAPORG_NE4,MKT034,San Antonio,TX,maps_organic,GEOGRID13E_V1,NE4,4.0,29.4656448,-98.4482172,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT034_MAPORG_SE4,MKT034,San Antonio,TX,maps_organic,GEOGRID13E_V1,SE4,4.0,29.383512,-98.4482549,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT034_MAPORG_SW4,MKT034,San Antonio,TX,maps_organic,GEOGRID13E_V1,SW4,4.0,29.383512,-98.5420343,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT034_MAPORG_NW4,MKT034,San Antonio,TX,maps_organic,GEOGRID13E_V1,NW4,4.0,29.4656448,-98.542072,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT035_MAPORG_NE4,MKT035,Nashville,TN,maps_organic,GEOGRID13E_V1,NE4,4.0,36.2082314,-86.7279916,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT035_MAPORG_SE4,MKT035,Nashville,TN,maps_organic,GEOGRID13E_V1,SE4,4.0,36.126187,-86.7280443,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT035_MAPORG_SW4,MKT035,Nashville,TN,maps_organic,GEOGRID13E_V1,SW4,4.0,36.126187,-86.8291757,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT035_MAPORG_NW4,MKT035,Nashville,TN,maps_organic,GEOGRID13E_V1,NW4,4.0,36.2082314,-86.8292284,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT036_MAPORG_NE4,MKT036,Memphis,TN,maps_organic,GEOGRID13E_V1,NE4,4.0,35.1894387,-90.0009414,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT036_MAPORG_SE4,MKT036,Memphis,TN,maps_organic,GEOGRID13E_V1,SE4,4.0,35.1073804,-90.0009916,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT036_MAPORG_SW4,MKT036,Memphis,TN,maps_organic,GEOGRID13E_V1,SW4,4.0,35.1073804,-90.1008484,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT036_MAPORG_NW4,MKT036,Memphis,TN,maps_organic,GEOGRID13E_V1,NW4,4.0,35.1894387,-90.1008986,in_country,structural_water_exclusion,STRUCTURAL_WATER,H3010,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT037_MAPORG_NE4,MKT037,Atlanta,GA,maps_organic,GEOGRID13E_V1,NE4,4.0,33.7896487,-84.3414396,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT037_MAPORG_SE4,MKT037,Atlanta,GA,maps_organic,GEOGRID13E_V1,SE4,4.0,33.7075715,-84.3414864,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT037_MAPORG_SW4,MKT037,Atlanta,GA,maps_organic,GEOGRID13E_V1,SW4,4.0,33.7075715,-84.4396936,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT037_MAPORG_NW4,MKT037,Atlanta,GA,maps_organic,GEOGRID13E_V1,NW4,4.0,33.7896487,-84.4397404,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT038_MAPORG_NE4,MKT038,Charlotte,NC,maps_organic,GEOGRID13E_V1,NE4,4.0,35.2625708,-80.7892847,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT038_MAPORG_SE4,MKT038,Charlotte,NC,maps_organic,GEOGRID13E_V1,SE4,4.0,35.1805135,-80.789335,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT038_MAPORG_SW4,MKT038,Charlotte,NC,maps_organic,GEOGRID13E_V1,SW4,4.0,35.1805135,-80.8892812,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT038_MAPORG_NW4,MKT038,Charlotte,NC,maps_organic,GEOGRID13E_V1,NW4,4.0,35.2625708,-80.8893315,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT039_MAPORG_NE4,MKT039,Raleigh,NC,maps_organic,GEOGRID13E_V1,NE4,4.0,35.8198132,-78.5925594,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT039_MAPORG_SE4,MKT039,Raleigh,NC,maps_organic,GEOGRID13E_V1,SE4,4.0,35.7377634,-78.5926111,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT039_MAPORG_SW4,MKT039,Raleigh,NC,maps_organic,GEOGRID13E_V1,SW4,4.0,35.7377634,-78.6932489,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT039_MAPORG_NW4,MKT039,Raleigh,NC,maps_organic,GEOGRID13E_V1,NW4,4.0,35.8198132,-78.6933006,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT040_MAPORG_NE4,MKT040,Birmingham,AL,maps_organic,GEOGRID13E_V1,NE4,4.0,33.5605803,-86.7617997,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT040_MAPORG_SE4,MKT040,Birmingham,AL,maps_organic,GEOGRID13E_V1,SE4,4.0,33.4785001,-86.761846,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT040_MAPORG_SW4,MKT040,Birmingham,AL,maps_organic,GEOGRID13E_V1,SW4,4.0,33.4785001,-86.859794,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT040_MAPORG_NW4,MKT040,Birmingham,AL,maps_organic,GEOGRID13E_V1,NW4,4.0,33.5605803,-86.8598403,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT041_MAPORG_NE4,MKT041,Miami,FL,maps_organic,GEOGRID13E_V1,NE4,4.0,25.7687656,-80.1883881,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT041_MAPORG_SE4,MKT041,Miami,FL,maps_organic,GEOGRID13E_V1,SE4,4.0,25.6865891,-80.1884192,in_country,structural_water_exclusion,STRUCTURAL_WATER,H2051,HIGH,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT041_MAPORG_SW4,MKT041,Miami,FL,maps_organic,GEOGRID13E_V1,SW4,4.0,25.6865891,-80.2791112,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT041_MAPORG_NW4,MKT041,Miami,FL,maps_organic,GEOGRID13E_V1,NW4,4.0,25.7687656,-80.2791423,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT042_MAPORG_NE4,MKT042,Tampa,FL,maps_organic,GEOGRID13E_V1,NE4,4.0,27.9887274,-82.4109676,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT042_MAPORG_SE4,MKT042,Tampa,FL,maps_organic,GEOGRID13E_V1,SE4,4.0,27.9065768,-82.4110026,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT042_MAPORG_SW4,MKT042,Tampa,FL,maps_organic,GEOGRID13E_V1,SW4,4.0,27.9065768,-82.5034774,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT042_MAPORG_NW4,MKT042,Tampa,FL,maps_organic,GEOGRID13E_V1,NW4,4.0,27.9887274,-82.5035124,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT043_MAPORG_NE4,MKT043,Orlando,FL,maps_organic,GEOGRID13E_V1,NE4,4.0,28.5786851,-81.3331525,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT043_MAPORG_SE4,MKT043,Orlando,FL,maps_organic,GEOGRID13E_V1,SE4,4.0,28.4965415,-81.3331885,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT043_MAPORG_SW4,MKT043,Orlando,FL,maps_organic,GEOGRID13E_V1,SW4,4.0,28.4965415,-81.4261727,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT043_MAPORG_NW4,MKT043,Orlando,FL,maps_organic,GEOGRID13E_V1,NW4,4.0,28.5786851,-81.4262087,in_country,eligible_land,ELIGIBLE,,HIGH,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT044_MAPORG_NE4,MKT044,Jacksonville,FL,maps_organic,GEOGRID13E_V1,NE4,4.0,30.37075,-81.6114672,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT044_MAPORG_SE4,MKT044,Jacksonville,FL,maps_organic,GEOGRID13E_V1,SE4,4.0,30.2886286,-81.6115067,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT044_MAPORG_SW4,MKT044,Jacksonville,FL,maps_organic,GEOGRID13E_V1,SW4,4.0,30.2886286,-81.7061353,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT044_MAPORG_NW4,MKT044,Jacksonville,FL,maps_organic,GEOGRID13E_V1,NW4,4.0,30.37075,-81.7061748,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT045_MAPORG_NE4,MKT045,Richmond,VA,maps_organic,GEOGRID13E_V1,NE4,4.0,37.5819913,-77.3814262,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT045_MAPORG_SE4,MKT045,Richmond,VA,maps_organic,GEOGRID13E_V1,SE4,4.0,37.4999659,-77.3814826,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT045_MAPORG_SW4,MKT045,Richmond,VA,maps_organic,GEOGRID13E_V1,SW4,4.0,37.4999659,-77.4844374,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT045_MAPORG_NW4,MKT045,Richmond,VA,maps_organic,GEOGRID13E_V1,NW4,4.0,37.5819913,-77.4844938,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT046_MAPORG_NE4,MKT046,Washington,DC,maps_organic,GEOGRID13E_V1,NE4,4.0,38.9360013,-76.9788408,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT046_MAPORG_SE4,MKT046,Washington,DC,maps_organic,GEOGRID13E_V1,SE4,4.0,38.8539948,-76.9789011,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT046_MAPORG_SW4,MKT046,Washington,DC,maps_organic,GEOGRID13E_V1,SW4,4.0,38.8539948,-77.0837789,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT046_MAPORG_NW4,MKT046,Washington,DC,maps_organic,GEOGRID13E_V1,NW4,4.0,38.9360013,-77.0838392,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT047_MAPORG_NE4,MKT047,Baltimore,MD,maps_organic,GEOGRID13E_V1,NE4,4.0,39.3318683,-76.557896,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT047_MAPORG_SE4,MKT047,Baltimore,MD,maps_organic,GEOGRID13E_V1,SE4,4.0,39.2498675,-76.5579576,in_country,structural_water_exclusion,STRUCTURAL_WATER,H3010,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT047_MAPORG_SW4,MKT047,Baltimore,MD,maps_organic,GEOGRID13E_V1,SW4,4.0,39.2498675,-76.6634224,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT047_MAPORG_NW4,MKT047,Baltimore,MD,maps_organic,GEOGRID13E_V1,NW4,4.0,39.3318683,-76.663484,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT048_MAPORG_NE4,MKT048,Philadelphia,PA,maps_organic,GEOGRID13E_V1,NE4,4.0,39.9933134,-75.1102103,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT048_MAPORG_SE4,MKT048,Philadelphia,PA,maps_organic,GEOGRID13E_V1,SE4,4.0,39.9113219,-75.1102739,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT048_MAPORG_SW4,MKT048,Philadelphia,PA,maps_organic,GEOGRID13E_V1,SW4,4.0,39.9113219,-75.2167461,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT048_MAPORG_NW4,MKT048,Philadelphia,PA,maps_organic,GEOGRID13E_V1,NW4,4.0,39.9933134,-75.2168097,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT049_MAPORG_NE4,MKT049,New York City,NY,maps_organic,GEOGRID13E_V1,NE4,4.0,40.7537176,-73.9521078,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT049_MAPORG_SE4,MKT049,New York City,NY,maps_organic,GEOGRID13E_V1,SE4,4.0,40.6717369,-73.9521738,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT049_MAPORG_SW4,MKT049,New York City,NY,maps_organic,GEOGRID13E_V1,SW4,4.0,40.6717369,-74.0598462,in_country,structural_water_exclusion,STRUCTURAL_WATER,H2051,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT049_MAPORG_NW4,MKT049,New York City,NY,maps_organic,GEOGRID13E_V1,NW4,4.0,40.7537176,-74.0599122,in_country,eligible_land,ELIGIBLE,,LOW,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT050_MAPORG_NE4,MKT050,Boston,MA,maps_organic,GEOGRID13E_V1,NE4,4.0,42.4013951,-71.0026701,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT050_MAPORG_SE4,MKT050,Boston,MA,maps_organic,GEOGRID13E_V1,SE4,4.0,42.319438,-71.0027419,in_country,structural_water_exclusion,STRUCTURAL_WATER,H2051,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT050_MAPORG_SW4,MKT050,Boston,MA,maps_organic,GEOGRID13E_V1,SW4,4.0,42.319438,-71.1131781,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
MKT050_MAPORG_NW4,MKT050,Boston,MA,maps_organic,GEOGRID13E_V1,NW4,4.0,42.4013951,-71.1132499,in_country,eligible_land,ELIGIBLE,,MED,SED_GEO_ELIGIBILITY_CENSUS_2025_V1
