coordinate_id,market_id,city,state,geometry_id,point_id,label,bearing_deg,distance_miles,latitude,longitude,center_method_version,coordinate_method,precision_decimal_places,water_eligibility,provisional_risk
MKT007_MAPORG_SE4,MKT007,Portland,OR,GEOGRID21_V1,SE4,SE 4 mi,135.0,4,45.4740431,-122.6208969,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT007_MAPORG_SW4,MKT007,Portland,OR,GEOGRID21_V1,SW4,SW 4 mi,225.0,4,45.4740431,-122.7373231,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT007_MAPORG_NW4,MKT007,Portland,OR,GEOGRID21_V1,NW4,NW 4 mi,315.0,4,45.5559549,-122.7374076,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT008_MAPORG_NE2,MKT008,Vancouver,WA,GEOGRID21_V1,NE2,NE 2 mi,45.0,2,45.6461288,-122.6463043,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT008_MAPORG_SE2,MKT008,Vancouver,WA,GEOGRID21_V1,SE2,SE 2 mi,135.0,2,45.6051737,-122.6463255,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT008_MAPORG_SW2,MKT008,Vancouver,WA,GEOGRID21_V1,SW2,SW 2 mi,225.0,2,45.6051737,-122.7046741,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,MED
MKT008_MAPORG_NW2,MKT008,Vancouver,WA,GEOGRID21_V1,NW2,NW 2 mi,315.0,2,45.6461288,-122.7046953,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,MED
MKT008_MAPORG_NE4,MKT008,Vancouver,WA,GEOGRID21_V1,NE4,NE 4 mi,45.0,4,45.666595,-122.6170875,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT008_MAPORG_SE4,MKT008,Vancouver,WA,GEOGRID21_V1,SE4,SE 4 mi,135.0,4,45.5846849,-122.6171725,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT008_MAPORG_SW4,MKT008,Vancouver,WA,GEOGRID21_V1,SW4,SW 4 mi,225.0,4,45.5846849,-122.7338271,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
